File	Encoding
my_file-1807.html	utf-8
my_file-1808.html	utf-8
my_file-1809.html	utf-8
my_file-181.html	utf-8
my_file-1810.html	utf-8
my_file-1811.html	utf-8
my_file-1812.html	utf-8
my_file-1813.html	utf-8
my_file-1814.html	utf-8
my_file-1815.html	utf-8
my_file-1816.html	utf-8
my_file-1817.html	utf-8
my_file-1818.html	utf-8
my_file-1819.html	utf-8
my_file-182.html	utf-8
my_file-1820.html	utf-8
my_file-1821.html	utf-8
my_file-1822.html	utf-8
my_file-1823.html	utf-8
my_file-1824.html	utf-8
my_file-1825.html	utf-8
my_file-1826.html	utf-8
my_file-1827.html	utf-8
my_file-1828.html	utf-8
my_file-1829.html	utf-8
my_file-183.html	Big5
my_file-1830.html	utf-8
my_file-1831.html	utf-8
my_file-1832.html	utf-8
my_file-1833.html	utf-8
my_file-1834.html	utf-8
my_file-1835.html	utf-8
my_file-1836.html	utf-8
my_file-1837.html	utf-8
my_file-1838.html	utf-8
my_file-1839.html	utf-8
my_file-184.html	utf-8
my_file-1840.html	utf-8
my_file-1841.html	utf-8
my_file-1842.html	utf-8
my_file-1843.html	utf-8
my_file-1844.html	utf-8
my_file-1845.html	utf-8
my_file-1846.html	utf-8
my_file-1847.html	utf-8
my_file-1848.html	utf-8
my_file-1849.html	utf-8
my_file-185.html	utf-8
my_file-1850.html	utf-8
my_file-1851.html	utf-8
my_file-1852.html	utf-8
my_file-1853.html	utf-8
my_file-1854.html	utf-8
my_file-1855.html	utf-8
my_file-1856.html	utf-8
my_file-1857.html	utf-8
my_file-1858.html	utf-8
my_file-1859.html	utf-8
my_file-186.html	utf-8
my_file-1860.html	utf-8
my_file-1861.html	utf-8
my_file-1862.html	utf-8
my_file-1863.html	utf-8
my_file-1864.html	utf-8
my_file-1865.html	utf-8
my_file-1866.html	utf-8
my_file-1867.html	utf-8
my_file-1868.html	utf-8
my_file-1869.html	utf-8
my_file-187.html	utf-8
my_file-1870.html	utf-8
my_file-1871.html	utf-8
my_file-1872.html	utf-8
my_file-1873.html	utf-8
my_file-1874.html	utf-8
my_file-1875.html	utf-8
my_file-1876.html	utf-8
my_file-1877.html	utf-8
my_file-1878.html	utf-8
my_file-1879.html	utf-8
my_file-188.html	utf-8
my_file-1880.html	utf-8
my_file-1881.html	utf-8
my_file-1882.html	utf-8
my_file-1883.html	utf-8
my_file-1884.html	utf-8
my_file-1885.html	utf-8
my_file-1886.html	utf-8
my_file-1887.html	utf-8
my_file-1888.html	utf-8
my_file-1889.html	utf-8
my_file-189.html	utf-8
my_file-1890.html	utf-8
my_file-1891.html	utf-8
my_file-1892.html	utf-8
my_file-1893.html	utf-8
my_file-1894.html	utf-8
my_file-1895.html	utf-8
my_file-1896.html	utf-8
my_file-1897.html	utf-8
my_file-1898.html	utf-8
my_file-1899.html	utf-8
my_file-19.html	utf-8
my_file-190.html	utf-8
my_file-1900.html	utf-8
