File number	Encoding	Confidence
2392	utf-8	0.99
2393	utf-8	0.99
2394	utf-8	0.99
2395	utf-8	0.99
2396	utf-8	0.99
2397	utf-8	0.99
2398	utf-8	0.99
2399	utf-8	0.99
2400	utf-8	0.99
2401	utf-8	0.99
2402	utf-8	0.99
2403	utf-8	0.99
2404	utf-8	0.99
2405	utf-8	0.99
2406	utf-8	0.99
2407	utf-8	0.99
2408	utf-8	0.99
2409	utf-8	0.99
2410	utf-8	0.99
2411	utf-8	0.99
2412	utf-8	0.99
2413	utf-8	0.99
2414	utf-8	0.99
2415	utf-8	0.99
2416	utf-8	0.99
2417	utf-8	0.99
2418	utf-8	0.99
2419	utf-8	0.99
2420	utf-8	0.99
2421	utf-8	0.99
2422	utf-8	0.99
2423	utf-8	0.99
2424	utf-8	0.99
2425	utf-8	0.99
2426	utf-8	0.99
2427	utf-8	0.99
2428	utf-8	0.99
2429	utf-8	0.99
2430	utf-8	0.99
2431	utf-8	0.99
2432	utf-8	0.99
2433	utf-8	0.99
2434	utf-8	0.99
2435	utf-8	0.99
2436	utf-8	0.99
2437	utf-8	0.99
2438	utf-8	0.99
2439	utf-8	0.99
2440	utf-8	0.99
2441	utf-8	0.99
2442	utf-8	0.99
2443	utf-8	0.99
2444	utf-8	0.99
2445	utf-8	0.99
2446	utf-8	0.99
2447	utf-8	0.99
2448	utf-8	0.99
2449	utf-8	0.99
2450	utf-8	0.99
2451	utf-8	0.99
2452	utf-8	0.99
2453	utf-8	0.99
2454	utf-8	0.99
2455	utf-8	0.99
2456	utf-8	0.99
2457	utf-8	0.99
2458	utf-8	0.99
2459	utf-8	0.99
2460	utf-8	0.99
2461	utf-8	0.99
2462	utf-8	0.99
2463	utf-8	0.99
2464	utf-8	0.99
2465	utf-8	0.99
2466	utf-8	0.99
2467	utf-8	0.99
2468	utf-8	0.99
2469	utf-8	0.99
2470	utf-8	0.99
2471	utf-8	0.99
2472	utf-8	0.99
2473	utf-8	0.99
2474	utf-8	0.99
2475	utf-8	0.99
2476	utf-8	0.99
2477	utf-8	0.99
2478	utf-8	0.99
2479	utf-8	0.99
2480	utf-8	0.99
2481	utf-8	0.99
2482	utf-8	0.99
2483	utf-8	0.99
2484	utf-8	0.99
2485	utf-8	0.99
2486	utf-8	0.99
2487	utf-8	0.99
2488	utf-8	0.99
2489	utf-8	0.99
2490	utf-8	0.99
2491	utf-8	0.99
2492	utf-8	0.99
2493	utf-8	0.99
2494	utf-8	0.99
2495	utf-8	0.99
2496	utf-8	0.99
2497	utf-8	0.99
2498	utf-8	0.99
2499	utf-8	0.99
2500	utf-8	0.99
2501	utf-8	0.99
2502	utf-8	0.99
2503	utf-8	0.99
2504	utf-8	0.99
2505	utf-8	0.99
2506	utf-8	0.99
2507	utf-8	0.99
2508	utf-8	0.99
2509	utf-8	0.99
2510	utf-8	0.99
2511	utf-8	0.99
2512	utf-8	0.99
2513	utf-8	0.99
2514	utf-8	0.99
2515	utf-8	0.99
2516	utf-8	0.99
2517	utf-8	0.99
2518	utf-8	0.99
2519	utf-8	0.99
2520	utf-8	0.99
2521	utf-8	0.99
2522	utf-8	0.99
2523	utf-8	0.99
2524	utf-8	0.99
2525	utf-8	0.99
2526	utf-8	0.99
2527	utf-8	0.99
2528	utf-8	0.99
2529	utf-8	0.99
2530	utf-8	0.99
2531	utf-8	0.99
2532	utf-8	0.99
2533	utf-8	0.99
2534	utf-8	0.99
2535	utf-8	0.99
2536	utf-8	0.99
2537	utf-8	0.99
2538	utf-8	0.99
2539	utf-8	0.99
2540	utf-8	0.99
2541	utf-8	0.99
2542	utf-8	0.99
2543	utf-8	0.99
2544	utf-8	0.99
2545	utf-8	0.99
2546	utf-8	0.99
2547	utf-8	0.99
2548	utf-8	0.99
2549	utf-8	0.99
2550	utf-8	0.99
2551	utf-8	0.99
2552	utf-8	0.99
2553	utf-8	0.99
2554	utf-8	0.99
2555	utf-8	0.99
2556	utf-8	0.99
2557	utf-8	0.99
2558	utf-8	0.99
2559	utf-8	0.99
2560	utf-8	0.99
2561	utf-8	0.99
2562	utf-8	0.99
2563	utf-8	0.99
2564	utf-8	0.99
2565	utf-8	0.99
2566	utf-8	0.99
2567	utf-8	0.99
2568	utf-8	0.99
2569	utf-8	0.99
2570	utf-8	0.99
2571	utf-8	0.99
2572	utf-8	0.99
2573	utf-8	0.99
2574	utf-8	0.99
2575	utf-8	0.99
2576	utf-8	0.99
2577	utf-8	0.99
2578	utf-8	0.99
2579	utf-8	0.99
2580	utf-8	0.99
2581	utf-8	0.99
2582	utf-8	0.99
2583	utf-8	0.99
2584	utf-8	0.99
2585	utf-8	0.99
2586	utf-8	0.99
2587	utf-8	0.99
2588	utf-8	0.99
2589	utf-8	0.99
2590	utf-8	0.99
2591	utf-8	0.99
2592	utf-8	0.99
2593	utf-8	0.99
2594	utf-8	0.99
2595	utf-8	0.99
2596	utf-8	0.99
2597	utf-8	0.99
2598	utf-8	0.99
2599	utf-8	0.99
2600	utf-8	0.99
2601	utf-8	0.99
2602	utf-8	0.99
2603	utf-8	0.99
2604	utf-8	0.99
2605	utf-8	0.99
2606	utf-8	0.99
2607	utf-8	0.99
2608	utf-8	0.99
2609	utf-8	0.99
2610	utf-8	0.99
2611	utf-8	0.99
2612	utf-8	0.99
2613	utf-8	0.99
2614	utf-8	0.99
2615	utf-8	0.99
2616	utf-8	0.99
2617	utf-8	0.99
2618	utf-8	0.99
2619	utf-8	0.99
2620	utf-8	0.99
2621	utf-8	0.99
2622	utf-8	0.99
2623	utf-8	0.99
2624	utf-8	0.99
2625	utf-8	0.99
2626	utf-8	0.99
2627	utf-8	0.99
2628	utf-8	0.99
2629	utf-8	0.99
2630	utf-8	0.99
2631	utf-8	0.99
2632	utf-8	0.99
2633	utf-8	0.99
2634	utf-8	0.99
2635	utf-8	0.99
2636	utf-8	0.99
2637	utf-8	0.99
2638	utf-8	0.99
2639	utf-8	0.99
2640	utf-8	0.99
2641	utf-8	0.99
2642	utf-8	0.99
2643	utf-8	0.99
2644	utf-8	0.99
2645	utf-8	0.99
2646	utf-8	0.99
2647	utf-8	0.99
2648	utf-8	0.99
2649	utf-8	0.99
2650	utf-8	0.99
2651	utf-8	0.99
2652	utf-8	0.99
2653	utf-8	0.99
2654	utf-8	0.99
2655	utf-8	0.99
2656	utf-8	0.99
2657	utf-8	0.99
2658	utf-8	0.99
2659	utf-8	0.99
2660	utf-8	0.99
2661	utf-8	0.99
2662	utf-8	0.99
2663	utf-8	0.99
2664	utf-8	0.99
2665	utf-8	0.99
2666	utf-8	0.99
2667	utf-8	0.99
2668	utf-8	0.99
2669	utf-8	0.99
2670	utf-8	0.99
2671	utf-8	0.99
2672	utf-8	0.99
2673	utf-8	0.99
2674	utf-8	0.99
2675	utf-8	0.99
2676	utf-8	0.99
2677	utf-8	0.99
2678	utf-8	0.99
2679	utf-8	0.99
2680	utf-8	0.99
2681	utf-8	0.99
2682	utf-8	0.99
2683	utf-8	0.99
2684	utf-8	0.99
2685	utf-8	0.99
2686	utf-8	0.99
2687	utf-8	0.99
2688	utf-8	0.99
2689	utf-8	0.99
2690	utf-8	0.99
2691	utf-8	0.99
2692	utf-8	0.99
2693	utf-8	0.99
2694	utf-8	0.99
2695	utf-8	0.99
2696	utf-8	0.99
2697	utf-8	0.99
2698	utf-8	0.99
2699	utf-8	0.99
2700	utf-8	0.99
2701	utf-8	0.99
2702	utf-8	0.99
2703	utf-8	0.99
2704	utf-8	0.99
2705	utf-8	0.99
2706	utf-8	0.99
2707	utf-8	0.99
2708	utf-8	0.99
2709	utf-8	0.99
2710	utf-8	0.99
2711	utf-8	0.99
2712	utf-8	0.99
2713	utf-8	0.99
2714	utf-8	0.99
2715	utf-8	0.99
2716	utf-8	0.99
2717	utf-8	0.99
2718	utf-8	0.99
2719	utf-8	0.99
2720	utf-8	0.99
2721	utf-8	0.99
2722	utf-8	0.99
2723	utf-8	0.99
2724	utf-8	0.99
2725	utf-8	0.99
2726	utf-8	0.99
2727	utf-8	0.99
2728	utf-8	0.99
2729	utf-8	0.99
2730	utf-8	0.99
2731	utf-8	0.99
2732	utf-8	0.99
2733	utf-8	0.99
2734	utf-8	0.99
2735	utf-8	0.99
2736	utf-8	0.99
2737	utf-8	0.99
2738	utf-8	0.99
2739	utf-8	0.99
2740	utf-8	0.99
2741	utf-8	0.99
2742	utf-8	0.99
2743	utf-8	0.99
2744	utf-8	0.99
2745	utf-8	0.99
2746	utf-8	0.99
2747	utf-8	0.99
2748	utf-8	0.99
2749	utf-8	0.99
2750	utf-8	0.99
2751	utf-8	0.99
2752	utf-8	0.99
2753	utf-8	0.99
2754	utf-8	0.99
2755	utf-8	0.99
2756	utf-8	0.99
2757	utf-8	0.99
2758	utf-8	0.99
2759	utf-8	0.99
2760	utf-8	0.99
2761	utf-8	0.99
2762	utf-8	0.99
2763	utf-8	0.99
2764	utf-8	0.99
2765	utf-8	0.99
2766	utf-8	0.99
2767	utf-8	0.99
2768	utf-8	0.99
2769	utf-8	0.99
2770	utf-8	0.99
2771	utf-8	0.99
2772	utf-8	0.99
2773	utf-8	0.99
2774	utf-8	0.99
2775	utf-8	0.99
2776	utf-8	0.99
2777	utf-8	0.99
2778	utf-8	0.99
2779	utf-8	0.99
2780	utf-8	0.99
2781	utf-8	0.99
2782	utf-8	0.99
2783	utf-8	0.99
2784	utf-8	0.99
2785	utf-8	0.99
2786	utf-8	0.99
2787	utf-8	0.99
2788	utf-8	0.99
2789	utf-8	0.99
2790	utf-8	0.99
2791	utf-8	0.99
2792	utf-8	0.99
2793	utf-8	0.99
2794	utf-8	0.99
2795	utf-8	0.99
2796	utf-8	0.99
2797	utf-8	0.99
2798	utf-8	0.99
2799	utf-8	0.99
2800	utf-8	0.99
2801	utf-8	0.99
2802	utf-8	0.99
2803	utf-8	0.99
2804	utf-8	0.99
2805	utf-8	0.99
2806	utf-8	0.99
2807	utf-8	0.99
2808	utf-8	0.99
2809	utf-8	0.99
2810	utf-8	0.99
2811	utf-8	0.99
2812	utf-8	0.99
2813	utf-8	0.99
2814	utf-8	0.99
2815	utf-8	0.99
2816	utf-8	0.99
2817	utf-8	0.99
2818	utf-8	0.99
2819	utf-8	0.99
2820	utf-8	0.99
2821	utf-8	0.99
2822	utf-8	0.99
2823	utf-8	0.99
2824	utf-8	0.99
2825	utf-8	0.99
2826	utf-8	0.99
2827	utf-8	0.99
2828	utf-8	0.99
2829	utf-8	0.99
2830	utf-8	0.99
2831	utf-8	0.99
2832	utf-8	0.99
2833	utf-8	0.99
2834	utf-8	0.99
2835	utf-8	0.99
2836	utf-8	0.99
2837	utf-8	0.99
2838	utf-8	0.99
2839	utf-8	0.99
2840	utf-8	0.99
2841	utf-8	0.99
2842	utf-8	0.99
2843	utf-8	0.99
2844	utf-8	0.99
2845	utf-8	0.99
2846	utf-8	0.99
2847	utf-8	0.99
2848	utf-8	0.99
2849	utf-8	0.99
2850	utf-8	0.99
2851	utf-8	0.99
2852	utf-8	0.99
2853	utf-8	0.99
2854	utf-8	0.99
2855	utf-8	0.99
2856	utf-8	0.99
2857	utf-8	0.99
2858	utf-8	0.99
2859	utf-8	0.99
2860	utf-8	0.99
2861	utf-8	0.99
2862	utf-8	0.99
2863	utf-8	0.99
2864	utf-8	0.99
2865	utf-8	0.99
2866	utf-8	0.99
2867	utf-8	0.99
2868	utf-8	0.99
2869	utf-8	0.99
2870	utf-8	0.99
2871	utf-8	0.99
2872	utf-8	0.99
2873	utf-8	0.99
2874	utf-8	0.99
2875	utf-8	0.99
2876	utf-8	0.99
2877	utf-8	0.99
2878	utf-8	0.99
2879	utf-8	0.99
2880	utf-8	0.99
2881	utf-8	0.99
2882	utf-8	0.99
2883	utf-8	0.99
2884	utf-8	0.99
2885	Windows-1254	0.4104445771039524
2886	utf-8	0.99
2887	utf-8	0.99
2888	utf-8	0.99
2889	utf-8	0.99
2890	utf-8	0.99
2891	utf-8	0.99
2892	utf-8	0.99
2893	utf-8	0.99
2894	utf-8	0.99
2895	utf-8	0.99
2896	utf-8	0.99
2897	utf-8	0.99
2898	utf-8	0.99
2899	utf-8	0.99
2900	utf-8	0.99
2901	utf-8	0.99
2902	utf-8	0.99
2903	UTF-8-SIG	1.0
2904	UTF-8-SIG	1.0
2905	utf-8	0.99
2906	utf-8	0.99
2907	utf-8	0.99
2908	utf-8	0.99
2909	utf-8	0.99
2910	utf-8	0.99
2911	utf-8	0.99
2912	utf-8	0.99
2913	utf-8	0.99
2914	utf-8	0.99
2915	utf-8	0.99
2916	utf-8	0.99
2917	utf-8	0.99
2918	utf-8	0.99
2919	utf-8	0.99
2920	utf-8	0.99
2921	utf-8	0.99
2922	utf-8	0.99
2923	utf-8	0.99
2924	utf-8	0.99
2925	utf-8	0.99
2926	utf-8	0.99
2927	utf-8	0.99
2928	utf-8	0.99
2929	utf-8	0.99
2930	utf-8	0.99
2931	utf-8	0.99
2932	utf-8	0.99
2933	utf-8	0.99
2934	utf-8	0.99
2935	utf-8	0.99
2936	utf-8	0.99
2937	utf-8	0.99
2938	Windows-1254	0.4130288961399547
2939	utf-8	0.99
2940	utf-8	0.99
2941	utf-8	0.99
2942	utf-8	0.99
2943	utf-8	0.99
2944	utf-8	0.99
2945	utf-8	0.99
2946	utf-8	0.99
2947	utf-8	0.99
2948	utf-8	0.99
2949	utf-8	0.9690625
2950	ascii	1.0
2951	Windows-1254	0.41986781617927227
2952	utf-8	0.9690625
2953	utf-8	0.99
2954	utf-8	0.99
2955	utf-8	0.938125
2956	utf-8	0.99
2957	utf-8	0.99
2958	Windows-1254	0.3870180481930714
2959	Windows-1254	0.42272361218236704
2960	utf-8	0.99
2961	UTF-8-SIG	1.0
2962	UTF-8-SIG	1.0
2963	utf-8	0.99
2964	utf-8	0.99
2965	utf-8	0.9690625
2966	utf-8	0.99
2967	utf-8	0.99
2968	ascii	1.0
2969	utf-8	0.99
2970	utf-8	0.99
2971	utf-8	0.99
2972	utf-8	0.99
2973	utf-8	0.99
2974	utf-8	0.99
2975	utf-8	0.99
2976	utf-8	0.99
2977	utf-8	0.99
2978	utf-8	0.99
2979	utf-8	0.99
2980	utf-8	0.99
2981	utf-8	0.99
2982	utf-8	0.99
2983	utf-8	0.99
2984	utf-8	0.99
2985	utf-8	0.99
2986	utf-8	0.99
2987	utf-8	0.99
2988	utf-8	0.99
2989	utf-8	0.99
2990	utf-8	0.99
2991	utf-8	0.99
2992	utf-8	0.99
2993	utf-8	0.99
2994	utf-8	0.99
2995	utf-8	0.99
2996	utf-8	0.99
2997	utf-8	0.99
2998	utf-8	0.99
2999	utf-8	0.99
3000	utf-8	0.99
3001	utf-8	0.99
3002	utf-8	0.99
3003	utf-8	0.99
3004	utf-8	0.99
3005	utf-8	0.99
3006	utf-8	0.99
3007	utf-8	0.99
3008	utf-8	0.99
3009	utf-8	0.99
3010	utf-8	0.99
3011	utf-8	0.99
3012	utf-8	0.99
3013	utf-8	0.99
3014	utf-8	0.99
3015	utf-8	0.99
3016	utf-8	0.99
3017	utf-8	0.99
3018	utf-8	0.99
3019	utf-8	0.99
3020	utf-8	0.99
3021	utf-8	0.99
3022	utf-8	0.99
3023	utf-8	0.99
3024	utf-8	0.99
3025	utf-8	0.99
3026	utf-8	0.99
3027	utf-8	0.99
3028	utf-8	0.99
3029	utf-8	0.99
3030	utf-8	0.99
3031	utf-8	0.99
3032	utf-8	0.99
3033	utf-8	0.99
3034	utf-8	0.99
3035	utf-8	0.99
3036	utf-8	0.99
3037	utf-8	0.99
3038	utf-8	0.99
3039	utf-8	0.99
3040	utf-8	0.99
3041	utf-8	0.99
3042	utf-8	0.99
3043	utf-8	0.99
3044	utf-8	0.99
3045	utf-8	0.99
3046	utf-8	0.99
3047	utf-8	0.99
3048	utf-8	0.99
3049	utf-8	0.99
3050	utf-8	0.99
3051	utf-8	0.99
3052	utf-8	0.99
3053	utf-8	0.99
3054	utf-8	0.99
3055	utf-8	0.99
3056	utf-8	0.99
3057	utf-8	0.99
3058	utf-8	0.99
3059	utf-8	0.99
3060	utf-8	0.99
3061	utf-8	0.99
3062	utf-8	0.99
3063	utf-8	0.99
3064	utf-8	0.99
3065	utf-8	0.99
3066	utf-8	0.99
3067	utf-8	0.99
3068	utf-8	0.99
3069	utf-8	0.99
3070	utf-8	0.99
3071	utf-8	0.99
3072	utf-8	0.99
3073	utf-8	0.99
3074	utf-8	0.99
3075	utf-8	0.99
3076	utf-8	0.99
3077	utf-8	0.99
3078	utf-8	0.99
3079	utf-8	0.99
3080	utf-8	0.99
3081	utf-8	0.99
3082	utf-8	0.99
3083	utf-8	0.99
3084	utf-8	0.99
3085	utf-8	0.99
3086	utf-8	0.99
3087	utf-8	0.99
3088	utf-8	0.99
3089	utf-8	0.99
3090	utf-8	0.99
3091	utf-8	0.99
3092	utf-8	0.99
3093	utf-8	0.99
3094	utf-8	0.99
3095	utf-8	0.99
3096	utf-8	0.99
3097	utf-8	0.99
3098	utf-8	0.99
3099	utf-8	0.99
3100	utf-8	0.99
3101	utf-8	0.99
3102	utf-8	0.99
3103	utf-8	0.99
3104	utf-8	0.99
3105	utf-8	0.99
3106	utf-8	0.99
3107	utf-8	0.99
3108	utf-8	0.99
3109	utf-8	0.99
3110	utf-8	0.99
3111	utf-8	0.99
3112	utf-8	0.99
3113	utf-8	0.99
3114	utf-8	0.99
3115	utf-8	0.99
3116	utf-8	0.99
3117	utf-8	0.99
3118	utf-8	0.99
3119	utf-8	0.99
3120	utf-8	0.99
3121	utf-8	0.99
3122	utf-8	0.99
3123	utf-8	0.99
3124	utf-8	0.99
3125	utf-8	0.99
3126	utf-8	0.99
3127	utf-8	0.99
3128	utf-8	0.99
3129	utf-8	0.99
3130	utf-8	0.99
3131	utf-8	0.99
3132	utf-8	0.99
3133	utf-8	0.99
3134	utf-8	0.99
3135	utf-8	0.99
3136	utf-8	0.99
3137	utf-8	0.99
3138	utf-8	0.99
3139	utf-8	0.99
3140	utf-8	0.99
3141	utf-8	0.99
3142	utf-8	0.99
3143	utf-8	0.99
3144	utf-8	0.99
3145	utf-8	0.99
3146	utf-8	0.99
3147	utf-8	0.99
3148	utf-8	0.99
3149	utf-8	0.99
3150	utf-8	0.99
3151	utf-8	0.99
3152	utf-8	0.99
3153	utf-8	0.99
3154	utf-8	0.99
3155	utf-8	0.99
3156	utf-8	0.99
3157	utf-8	0.99
3158	utf-8	0.99
3159	utf-8	0.99
3160	utf-8	0.99
3161	utf-8	0.99
3162	utf-8	0.99
3163	utf-8	0.99
3164	utf-8	0.99
3165	utf-8	0.99
3166	utf-8	0.99
3167	utf-8	0.99
3168	utf-8	0.99
3169	utf-8	0.99
3170	utf-8	0.99
3171	utf-8	0.99
3172	utf-8	0.99
3173	utf-8	0.99
3174	utf-8	0.99
3175	utf-8	0.99
3176	utf-8	0.99
3177	utf-8	0.99
3178	utf-8	0.99
3179	utf-8	0.99
3180	utf-8	0.99
3181	utf-8	0.99
3182	utf-8	0.99
3183	utf-8	0.99
3184	utf-8	0.99
3185	utf-8	0.99
3186	utf-8	0.99
3187	utf-8	0.99
3188	utf-8	0.99
3189	utf-8	0.99
3190	utf-8	0.99
3191	utf-8	0.99
3192	utf-8	0.99
3193	utf-8	0.99
3194	utf-8	0.99
3195	utf-8	0.99
3196	utf-8	0.99
3197	utf-8	0.99
3198	utf-8	0.99
3199	utf-8	0.99
3200	utf-8	0.99
3201	utf-8	0.99
3202	utf-8	0.99
3203	utf-8	0.99
3204	utf-8	0.99
3205	utf-8	0.99
3206	utf-8	0.99
3207	utf-8	0.99
3208	utf-8	0.99
3209	utf-8	0.99
3210	utf-8	0.99
3211	utf-8	0.99
3212	utf-8	0.99
3213	utf-8	0.99
3214	utf-8	0.99
3215	utf-8	0.99
3216	utf-8	0.99
3217	utf-8	0.99
3218	utf-8	0.99
3219	utf-8	0.99
3220	utf-8	0.99
3221	utf-8	0.99
3222	utf-8	0.99
3223	utf-8	0.99
3224	utf-8	0.99
3225	utf-8	0.99
3226	utf-8	0.99
3227	utf-8	0.99
3228	utf-8	0.99
3229	utf-8	0.99
3230	utf-8	0.99
3231	utf-8	0.99
3232	utf-8	0.99
3233	utf-8	0.99
3234	utf-8	0.99
3235	utf-8	0.99
3236	utf-8	0.99
3237	utf-8	0.99
3238	utf-8	0.99
3239	utf-8	0.99
3240	utf-8	0.99
3241	utf-8	0.99
3242	utf-8	0.99
3243	utf-8	0.99
3244	utf-8	0.99
3245	utf-8	0.99
3246	utf-8	0.99
3247	utf-8	0.99
3248	utf-8	0.99
3249	utf-8	0.99
3250	utf-8	0.99
3251	utf-8	0.99
3252	utf-8	0.99
3253	utf-8	0.99
3254	utf-8	0.99
3255	utf-8	0.99
3256	utf-8	0.99
3257	utf-8	0.99
3258	utf-8	0.99
3259	utf-8	0.99
3260	utf-8	0.99
3261	utf-8	0.99
3262	utf-8	0.99
3263	utf-8	0.99
3264	utf-8	0.99
3265	utf-8	0.99
3266	utf-8	0.99
3267	utf-8	0.99
3268	utf-8	0.99
3269	utf-8	0.99
3270	utf-8	0.99
3271	utf-8	0.99
3272	utf-8	0.99
3273	utf-8	0.99
3274	utf-8	0.99
3275	utf-8	0.99
3276	utf-8	0.99
3277	utf-8	0.99
3278	utf-8	0.99
3279	utf-8	0.99
3280	utf-8	0.99
3281	utf-8	0.99
3282	utf-8	0.99
3283	utf-8	0.99
3284	utf-8	0.99
3285	utf-8	0.99
3286	utf-8	0.99
3287	utf-8	0.99
3288	utf-8	0.99
3289	utf-8	0.99
3290	utf-8	0.99
3291	utf-8	0.99
3292	utf-8	0.99
3293	utf-8	0.99
3294	utf-8	0.99
3295	utf-8	0.99
3296	utf-8	0.99
3297	utf-8	0.99
3298	utf-8	0.99
3299	utf-8	0.99
3300	utf-8	0.99
3301	utf-8	0.99
3302	utf-8	0.99
3303	utf-8	0.99
3304	utf-8	0.99
3305	utf-8	0.99
3306	utf-8	0.99
3307	utf-8	0.99
3308	utf-8	0.99
3309	utf-8	0.99
3310	utf-8	0.99
3311	utf-8	0.99
3312	utf-8	0.99
3313	utf-8	0.99
3314	utf-8	0.99
3315	utf-8	0.99
3316	utf-8	0.99
3317	utf-8	0.99
3318	utf-8	0.99
3319	utf-8	0.99
3320	utf-8	0.99
3321	utf-8	0.99
3322	utf-8	0.99
3323	utf-8	0.99
3324	utf-8	0.99
3325	utf-8	0.99
3326	utf-8	0.99
3327	utf-8	0.99
3328	utf-8	0.99
3329	utf-8	0.99
3330	utf-8	0.99
3331	utf-8	0.99
3332	utf-8	0.99
3333	utf-8	0.99
3334	utf-8	0.99
3335	utf-8	0.99
3336	utf-8	0.99
3337	utf-8	0.99
3338	utf-8	0.99
3339	utf-8	0.99
3340	utf-8	0.99
3341	utf-8	0.99
3342	utf-8	0.99
3343	utf-8	0.99
3344	utf-8	0.99
3345	utf-8	0.99
3346	utf-8	0.99
3347	utf-8	0.99
3348	utf-8	0.99
3349	utf-8	0.99
3350	utf-8	0.99
3351	utf-8	0.99
3352	utf-8	0.99
3353	utf-8	0.99
3354	utf-8	0.99
3355	utf-8	0.99
3356	utf-8	0.99
3357	utf-8	0.99
3358	utf-8	0.99
3359	utf-8	0.99
3360	utf-8	0.99
3361	utf-8	0.99
3362	utf-8	0.99
3363	utf-8	0.99
3364	utf-8	0.99
3365	utf-8	0.99
3366	utf-8	0.99
3367	utf-8	0.99
3368	utf-8	0.99
3369	utf-8	0.99
3370	utf-8	0.99
3371	utf-8	0.99
3372	utf-8	0.99
3373	utf-8	0.99
3374	utf-8	0.99
3375	utf-8	0.99
3376	utf-8	0.99
3377	utf-8	0.99
3378	utf-8	0.99
3379	utf-8	0.99
3380	utf-8	0.99
3381	utf-8	0.99
3382	utf-8	0.99
3383	utf-8	0.99
3384	utf-8	0.99
3385	utf-8	0.99
3386	utf-8	0.99
3387	utf-8	0.99
3388	utf-8	0.99
3389	utf-8	0.99
3390	utf-8	0.99
3391	utf-8	0.99
3392	utf-8	0.99
3393	utf-8	0.99
3394	utf-8	0.99
3395	utf-8	0.99
3396	utf-8	0.99
3397	utf-8	0.99
3398	utf-8	0.99
3399	utf-8	0.99
3400	utf-8	0.99
3401	utf-8	0.99
3402	utf-8	0.99
3403	utf-8	0.99
3404	utf-8	0.99
3405	utf-8	0.99
3406	utf-8	0.99
3407	utf-8	0.99
3408	utf-8	0.99
3409	utf-8	0.99
3410	utf-8	0.99
3411	utf-8	0.99
3412	utf-8	0.99
3413	utf-8	0.99
3414	utf-8	0.99
3415	utf-8	0.99
3416	utf-8	0.99
3417	utf-8	0.99
3418	utf-8	0.99
3419	utf-8	0.99
3420	utf-8	0.99
3421	utf-8	0.99
3422	utf-8	0.99
3423	utf-8	0.99
3424	utf-8	0.99
3425	utf-8	0.99
3426	utf-8	0.99
3427	utf-8	0.99
3428	utf-8	0.99
3429	utf-8	0.99
3430	utf-8	0.99
3431	utf-8	0.99
3432	utf-8	0.99
3433	utf-8	0.99
3434	utf-8	0.99
3435	utf-8	0.99
3436	utf-8	0.99
3437	utf-8	0.99
3438	utf-8	0.99
3439	utf-8	0.99
3440	utf-8	0.99
3441	utf-8	0.99
3442	utf-8	0.99
3443	utf-8	0.99
3444	utf-8	0.99
3445	utf-8	0.99
3446	utf-8	0.99
3447	utf-8	0.99
3448	utf-8	0.99
3449	utf-8	0.99
3450	utf-8	0.99
3451	utf-8	0.99
3452	utf-8	0.99
3453	utf-8	0.99
3454	utf-8	0.99
3455	utf-8	0.99
3456	utf-8	0.99
3457	utf-8	0.99
3458	utf-8	0.99
3459	utf-8	0.99
3460	utf-8	0.99
3461	utf-8	0.99
3462	utf-8	0.99
3463	utf-8	0.99
3464	utf-8	0.99
3465	utf-8	0.99
3466	utf-8	0.99
3467	utf-8	0.99
3468	utf-8	0.99
3469	utf-8	0.99
3470	utf-8	0.99
3471	utf-8	0.99
3472	utf-8	0.99
3473	utf-8	0.99
3474	utf-8	0.99
3475	utf-8	0.99
3476	utf-8	0.99
3477	utf-8	0.99
3478	utf-8	0.99
3479	utf-8	0.99
3480	utf-8	0.99
3481	utf-8	0.99
3482	utf-8	0.99
3483	utf-8	0.99
3484	utf-8	0.99
3485	utf-8	0.99
3486	utf-8	0.99
3487	utf-8	0.99
3488	utf-8	0.99
3489	utf-8	0.99
3490	utf-8	0.99
3491	utf-8	0.99
3492	utf-8	0.99
3493	utf-8	0.99
3494	utf-8	0.99
3495	utf-8	0.99
3496	utf-8	0.99
3497	utf-8	0.99
3498	utf-8	0.99
3499	utf-8	0.99
3500	utf-8	0.99
3501	utf-8	0.99
3502	utf-8	0.99
3503	utf-8	0.99
3504	utf-8	0.99
3505	utf-8	0.99
3506	utf-8	0.99
3507	utf-8	0.99
3508	utf-8	0.99
3509	utf-8	0.99
3510	utf-8	0.99
3511	utf-8	0.99
3512	utf-8	0.99
3513	utf-8	0.99
3514	utf-8	0.99
3515	utf-8	0.99
3516	utf-8	0.99
3517	utf-8	0.99
3518	utf-8	0.99
3519	utf-8	0.99
3520	utf-8	0.99
3521	utf-8	0.99
3522	utf-8	0.99
3523	utf-8	0.99
3524	utf-8	0.99
3525	utf-8	0.99
3526	utf-8	0.99
3527	utf-8	0.99
3528	utf-8	0.99
3529	utf-8	0.99
3530	utf-8	0.99
3531	utf-8	0.99
3532	utf-8	0.99
3533	utf-8	0.99
3534	utf-8	0.99
3535	utf-8	0.99
3536	utf-8	0.99
3537	utf-8	0.99
3538	utf-8	0.99
3539	utf-8	0.99
3540	utf-8	0.99
3541	utf-8	0.99
3542	utf-8	0.99
3543	utf-8	0.99
3544	utf-8	0.99
3545	utf-8	0.99
3546	utf-8	0.99
3547	utf-8	0.99
3548	utf-8	0.99
3549	utf-8	0.99
3550	utf-8	0.99
3551	utf-8	0.99
