File number	Encoding	Confidence
1237	utf-8	0.99
1238	utf-8	0.99
1239	utf-8	0.99
1240	utf-8	0.99
1241	utf-8	0.99
1242	utf-8	0.99
1243	utf-8	0.99
1244	utf-8	0.99
1245	utf-8	0.99
1246	utf-8	0.99
1247	utf-8	0.99
1248	utf-8	0.99
1249	utf-8	0.99
1250	utf-8	0.99
1251	utf-8	0.99
1252	utf-8	0.99
1253	utf-8	0.99
1254	utf-8	0.99
1255	utf-8	0.99
1256	utf-8	0.99
1257	utf-8	0.99
1258	utf-8	0.99
1259	utf-8	0.99
1260	utf-8	0.99
1261	utf-8	0.99
1262	utf-8	0.99
1263	utf-8	0.99
1264	utf-8	0.99
1265	utf-8	0.99
1266	utf-8	0.99
1267	utf-8	0.99
1268	utf-8	0.99
1269	utf-8	0.99
1270	utf-8	0.99
1271	utf-8	0.99
1272	utf-8	0.99
1273	utf-8	0.99
1274	utf-8	0.99
1275	utf-8	0.99
1276	utf-8	0.99
1277	utf-8	0.99
1278	utf-8	0.99
1279	utf-8	0.99
1280	utf-8	0.99
1281	utf-8	0.99
1282	utf-8	0.99
1283	utf-8	0.99
1284	utf-8	0.99
1285	utf-8	0.99
1286	utf-8	0.99
1287	utf-8	0.99
1288	utf-8	0.99
1289	utf-8	0.99
1290	utf-8	0.99
1291	utf-8	0.99
1292	utf-8	0.99
1293	utf-8	0.99
1294	utf-8	0.99
1295	utf-8	0.99
1296	utf-8	0.99
1297	utf-8	0.99
1298	utf-8	0.99
1299	utf-8	0.99
1300	utf-8	0.99
1301	utf-8	0.99
1302	utf-8	0.99
1303	utf-8	0.99
1304	utf-8	0.99
1305	utf-8	0.99
1306	utf-8	0.99
1307	utf-8	0.99
1308	utf-8	0.99
1309	utf-8	0.99
1310	utf-8	0.99
1311	utf-8	0.99
1312	utf-8	0.99
1313	utf-8	0.99
1314	utf-8	0.99
1315	utf-8	0.99
1316	utf-8	0.99
1317	utf-8	0.99
1318	utf-8	0.99
1319	utf-8	0.99
1320	utf-8	0.99
1321	utf-8	0.99
1322	utf-8	0.99
1323	utf-8	0.99
1324	utf-8	0.99
1325	utf-8	0.99
1326	utf-8	0.99
1327	utf-8	0.99
1328	utf-8	0.99
1329	utf-8	0.99
1330	utf-8	0.99
1331	utf-8	0.99
1332	utf-8	0.99
1333	utf-8	0.99
1334	utf-8	0.99
1335	utf-8	0.99
1336	utf-8	0.99
1337	utf-8	0.99
1338	utf-8	0.99
1339	utf-8	0.99
1340	utf-8	0.99
1341	utf-8	0.99
1342	utf-8	0.99
1343	utf-8	0.99
1344	utf-8	0.99
1345	utf-8	0.99
1346	utf-8	0.99
1347	utf-8	0.99
1348	utf-8	0.99
1349	utf-8	0.99
1350	utf-8	0.99
1351	utf-8	0.99
1352	utf-8	0.99
1353	utf-8	0.99
1354	utf-8	0.99
1355	utf-8	0.99
1356	utf-8	0.99
1357	utf-8	0.99
1358	utf-8	0.99
1359	utf-8	0.99
1360	utf-8	0.99
1361	utf-8	0.99
1362	utf-8	0.99
1363	utf-8	0.99
1364	utf-8	0.99
1365	utf-8	0.99
1366	utf-8	0.99
1367	utf-8	0.99
1368	utf-8	0.99
1369	utf-8	0.99
1370	utf-8	0.99
1371	utf-8	0.99
1372	utf-8	0.99
1373	utf-8	0.99
1374	utf-8	0.99
1375	utf-8	0.99
1376	utf-8	0.99
1377	utf-8	0.99
1378	utf-8	0.99
1379	utf-8	0.99
1380	utf-8	0.99
1381	utf-8	0.99
1382	utf-8	0.99
1383	utf-8	0.99
1384	utf-8	0.99
1385	utf-8	0.99
1386	utf-8	0.99
1387	utf-8	0.99
1388	utf-8	0.99
1389	utf-8	0.99
1390	utf-8	0.99
1391	utf-8	0.99
1392	utf-8	0.99
1393	utf-8	0.99
1394	utf-8	0.99
1395	utf-8	0.99
1396	utf-8	0.99
1397	utf-8	0.99
1398	utf-8	0.99
1399	utf-8	0.99
1400	utf-8	0.99
1401	utf-8	0.99
1402	utf-8	0.99
1403	utf-8	0.99
1404	utf-8	0.99
1405	utf-8	0.99
1406	utf-8	0.99
1407	utf-8	0.99
1408	utf-8	0.99
1409	utf-8	0.99
1410	utf-8	0.99
1411	utf-8	0.99
1412	utf-8	0.99
1413	utf-8	0.99
1414	utf-8	0.99
1415	utf-8	0.99
1416	utf-8	0.99
1417	utf-8	0.99
1418	utf-8	0.99
1419	utf-8	0.99
1420	utf-8	0.99
1421	utf-8	0.99
1422	utf-8	0.99
1423	utf-8	0.99
1424	utf-8	0.99
1425	utf-8	0.99
1426	Windows-1254	0.32721531999170683
1427	utf-8	0.99
1428	utf-8	0.99
1429	utf-8	0.99
1430	utf-8	0.99
1431	utf-8	0.99
1432	utf-8	0.99
1433	utf-8	0.99
1434	utf-8	0.99
1435	utf-8	0.99
1436	utf-8	0.99
1437	utf-8	0.99
1438	utf-8	0.99
1439	utf-8	0.99
1440	Windows-1254	0.34588129314731575
1441	Windows-1254	0.4998757997408045
1442	Windows-1254	0.4496602779323425
1443	utf-8	0.99
1444	utf-8	0.99
1445	utf-8	0.99
1446	utf-8	0.99
1447	utf-8	0.99
1448	utf-8	0.99
1449	utf-8	0.99
1450	utf-8	0.99
1451	utf-8	0.99
1452	utf-8	0.99
1453	utf-8	0.99
1454	utf-8	0.99
1455	utf-8	0.99
1456	utf-8	0.99
1457	utf-8	0.99
1458	utf-8	0.99
1459	utf-8	0.99
1460	utf-8	0.99
1461	utf-8	0.99
1462	utf-8	0.99
1463	utf-8	0.99
1464	utf-8	0.99
1465	utf-8	0.99
1466	utf-8	0.99
1467	utf-8	0.99
1468	Windows-1254	0.36148418244115527
1469	Windows-1254	0.24028251886011154
1470	utf-8	0.99
1471	utf-8	0.99
1472	utf-8	0.99
1473	utf-8	0.99
1474	Windows-1254	0.34881986686754035
1475	Windows-1254	0.433104132405761
1476	utf-8	0.99
1477	utf-8	0.99
1478	utf-8	0.99
1479	utf-8	0.99
1480	utf-8	0.99
1481	utf-8	0.99
1482	utf-8	0.99
1483	utf-8	0.99
1484	utf-8	0.99
1485	utf-8	0.99
1486	utf-8	0.99
1487	utf-8	0.99
1488	utf-8	0.99
1489	utf-8	0.99
1490	utf-8	0.99
1491	utf-8	0.99
1492	utf-8	0.99
1493	utf-8	0.99
1494	utf-8	0.99
1495	utf-8	0.99
1496	utf-8	0.99
1497	utf-8	0.99
1498	utf-8	0.99
1499	utf-8	0.99
1500	utf-8	0.99
1501	utf-8	0.99
1502	utf-8	0.99
1503	utf-8	0.99
1504	utf-8	0.99
1505	utf-8	0.99
1506	utf-8	0.99
1507	utf-8	0.99
1508	utf-8	0.99
1509	utf-8	0.99
1510	utf-8	0.99
1511	utf-8	0.99
1512	utf-8	0.99
1513	utf-8	0.99
1514	utf-8	0.99
1515	utf-8	0.99
1516	utf-8	0.99
1517	utf-8	0.99
1518	utf-8	0.99
1519	utf-8	0.99
1520	utf-8	0.99
1521	utf-8	0.99
1522	utf-8	0.99
1523	utf-8	0.99
1524	utf-8	0.99
1525	utf-8	0.99
1526	utf-8	0.99
1527	utf-8	0.99
1528	utf-8	0.99
1529	utf-8	0.99
1530	utf-8	0.99
1531	utf-8	0.99
1532	utf-8	0.99
1533	utf-8	0.99
1534	utf-8	0.99
1535	utf-8	0.99
1536	utf-8	0.99
1537	utf-8	0.99
1538	utf-8	0.99
1539	utf-8	0.99
1540	utf-8	0.99
1541	utf-8	0.99
1542	utf-8	0.99
1543	utf-8	0.99
1544	utf-8	0.99
1545	utf-8	0.99
1546	utf-8	0.99
1547	utf-8	0.99
1548	utf-8	0.99
1549	utf-8	0.99
1550	utf-8	0.99
1551	utf-8	0.99
1552	utf-8	0.99
1553	utf-8	0.99
1554	utf-8	0.99
1555	utf-8	0.99
1556	utf-8	0.99
1557	utf-8	0.99
1558	utf-8	0.99
1559	utf-8	0.99
1560	utf-8	0.99
1561	utf-8	0.99
1562	utf-8	0.99
1563	utf-8	0.99
1564	utf-8	0.99
1565	utf-8	0.99
1566	utf-8	0.99
1567	utf-8	0.99
1568	utf-8	0.99
1569	utf-8	0.99
1570	utf-8	0.99
1571	utf-8	0.99
1572	utf-8	0.99
1573	utf-8	0.99
1574	utf-8	0.99
1575	utf-8	0.99
1576	utf-8	0.99
1577	utf-8	0.99
1578	utf-8	0.99
1579	utf-8	0.99
1580	utf-8	0.99
1581	utf-8	0.99
1582	utf-8	0.99
1583	utf-8	0.99
1584	utf-8	0.99
1585	utf-8	0.99
1586	utf-8	0.99
1587	utf-8	0.99
1588	utf-8	0.99
1589	utf-8	0.99
1590	utf-8	0.99
1591	utf-8	0.99
1592	utf-8	0.99
1593	utf-8	0.99
1594	utf-8	0.99
1595	utf-8	0.99
1596	utf-8	0.99
1597	utf-8	0.99
1598	utf-8	0.99
1599	utf-8	0.99
1600	utf-8	0.99
1601	utf-8	0.99
1602	utf-8	0.99
1603	utf-8	0.99
1604	utf-8	0.99
1605	utf-8	0.99
1606	utf-8	0.99
1607	utf-8	0.99
1608	utf-8	0.99
1609	utf-8	0.99
1610	utf-8	0.99
1611	utf-8	0.99
1612	utf-8	0.99
1613	utf-8	0.99
1614	utf-8	0.99
1615	utf-8	0.99
1616	utf-8	0.99
1617	utf-8	0.99
1618	utf-8	0.99
1619	utf-8	0.99
1620	utf-8	0.99
1621	utf-8	0.99
1622	utf-8	0.99
1623	utf-8	0.99
1624	utf-8	0.99
1625	utf-8	0.99
1626	utf-8	0.99
1627	utf-8	0.99
1628	utf-8	0.99
1629	utf-8	0.99
1630	utf-8	0.99
1631	utf-8	0.99
1632	utf-8	0.99
1633	utf-8	0.99
1634	utf-8	0.99
1635	utf-8	0.99
1636	utf-8	0.99
1637	utf-8	0.99
1638	utf-8	0.99
1639	utf-8	0.99
1640	utf-8	0.99
1641	utf-8	0.99
1642	utf-8	0.99
1643	utf-8	0.99
1644	utf-8	0.99
1645	utf-8	0.99
1646	utf-8	0.99
1647	utf-8	0.99
1648	utf-8	0.99
1649	utf-8	0.99
1650	utf-8	0.99
1651	utf-8	0.99
1652	utf-8	0.99
1653	utf-8	0.99
1654	utf-8	0.99
1655	utf-8	0.99
1656	utf-8	0.99
1657	utf-8	0.99
1658	utf-8	0.99
1659	utf-8	0.99
1660	utf-8	0.99
1661	utf-8	0.99
1662	utf-8	0.99
1663	utf-8	0.99
1664	utf-8	0.99
1665	utf-8	0.99
1666	utf-8	0.99
1667	utf-8	0.99
1668	utf-8	0.99
1669	utf-8	0.99
1670	utf-8	0.99
1671	utf-8	0.99
1672	utf-8	0.99
1673	utf-8	0.99
1674	utf-8	0.99
1675	utf-8	0.99
1676	utf-8	0.99
1677	utf-8	0.99
1678	utf-8	0.99
1679	utf-8	0.99
1680	utf-8	0.99
1681	utf-8	0.99
1682	utf-8	0.99
1683	utf-8	0.99
1684	utf-8	0.99
1685	utf-8	0.99
1686	utf-8	0.99
1687	utf-8	0.99
1688	utf-8	0.99
1689	utf-8	0.99
1690	utf-8	0.99
1691	utf-8	0.99
1692	utf-8	0.99
1693	utf-8	0.99
1694	utf-8	0.99
1695	utf-8	0.99
1696	utf-8	0.99
1697	utf-8	0.99
1698	utf-8	0.99
1699	utf-8	0.99
1700	utf-8	0.99
1701	utf-8	0.99
1702	utf-8	0.99
1703	utf-8	0.99
1704	utf-8	0.99
1705	utf-8	0.99
1706	utf-8	0.99
1707	utf-8	0.99
1708	utf-8	0.99
1709	utf-8	0.99
1710	utf-8	0.99
1711	utf-8	0.99
1712	utf-8	0.99
1713	Windows-1254	0.2102173329510354
1714	utf-8	0.99
1715	Windows-1254	0.25375061068678145
1716	Windows-1254	0.45764930047614455
1717	Windows-1254	0.2102173329510354
1718	Windows-1254	0.24718513229049824
1719	utf-8	0.99
1720	utf-8	0.99
1721	Windows-1254	0.23586984986865875
1722	Windows-1254	0.25234295728951905
1723	Windows-1254	0.27731024245193353
1724	Windows-1254	0.27821728702422027
1725		0.0
1726	utf-8	0.99
1727	Windows-1254	0.21071969424238202
1728	utf-8	0.99
1729	utf-8	0.99
1730	utf-8	0.99
1731	utf-8	0.99
1732	utf-8	0.99
1733	utf-8	0.99
1734	utf-8	0.99
1735	Windows-1254	0.408303500150407
1736	utf-8	0.99
1737	utf-8	0.99
1738	utf-8	0.99
1739	utf-8	0.99
1740	utf-8	0.99
1741	utf-8	0.99
1742	utf-8	0.99
1743	utf-8	0.99
1744	utf-8	0.99
1745	utf-8	0.99
1746	utf-8	0.99
1747	utf-8	0.99
1748	utf-8	0.99
1749	utf-8	0.99
1750	utf-8	0.99
1751	utf-8	0.99
1752	utf-8	0.99
1753	utf-8	0.99
1754	utf-8	0.99
1755	utf-8	0.99
1756	utf-8	0.99
1757	utf-8	0.99
1758	utf-8	0.99
1759	utf-8	0.99
1760	utf-8	0.99
1761	utf-8	0.99
1762	utf-8	0.99
1763	utf-8	0.99
1764	utf-8	0.99
1765	utf-8	0.99
1766	utf-8	0.99
1767	utf-8	0.99
1768	utf-8	0.99
1769	utf-8	0.99
1770	utf-8	0.99
1771	utf-8	0.99
1772	utf-8	0.99
1773	utf-8	0.99
1774	utf-8	0.99
1775	utf-8	0.99
1776	utf-8	0.99
1777	utf-8	0.99
1778	utf-8	0.99
1779	utf-8	0.99
1780	utf-8	0.99
1781	utf-8	0.99
1782	utf-8	0.99
1783	utf-8	0.99
1784	utf-8	0.99
1785	utf-8	0.99
1786	utf-8	0.99
1787	utf-8	0.99
1788	utf-8	0.99
1789	utf-8	0.99
1790	utf-8	0.99
1791	utf-8	0.99
1792	utf-8	0.99
1793	utf-8	0.99
1794	utf-8	0.99
1795	utf-8	0.99
1796	utf-8	0.99
1797	utf-8	0.99
1798	utf-8	0.99
1799	utf-8	0.99
1800	utf-8	0.99
1801	utf-8	0.99
1802	utf-8	0.99
1803	utf-8	0.99
1804	utf-8	0.99
1805	utf-8	0.99
1806	utf-8	0.99
1807	utf-8	0.99
1808	utf-8	0.99
1809	utf-8	0.99
1810	utf-8	0.99
1811	utf-8	0.99
1812	utf-8	0.99
1813	utf-8	0.99
1814	utf-8	0.99
1815	utf-8	0.99
1816	utf-8	0.99
1817	utf-8	0.99
1818	utf-8	0.99
1819	utf-8	0.99
1820	utf-8	0.99
1821	utf-8	0.99
1822	utf-8	0.99
1823	utf-8	0.99
1824	utf-8	0.99
1825	utf-8	0.99
1826	utf-8	0.99
1827	utf-8	0.99
1828	utf-8	0.99
1829	utf-8	0.99
1830	utf-8	0.99
1831	utf-8	0.99
1832	utf-8	0.99
1833	utf-8	0.99
1834	utf-8	0.99
1835	utf-8	0.99
1836	utf-8	0.99
1837	utf-8	0.99
1838	utf-8	0.99
1839	utf-8	0.99
1840	utf-8	0.99
1841	utf-8	0.99
1842	utf-8	0.99
1843	utf-8	0.99
1844	utf-8	0.99
1845	utf-8	0.99
1846	utf-8	0.99
1847	utf-8	0.99
1848	utf-8	0.99
1849	utf-8	0.99
1850	utf-8	0.99
1851	utf-8	0.99
1852	utf-8	0.99
1853	utf-8	0.99
1854	utf-8	0.99
1855	utf-8	0.99
1856	utf-8	0.99
1857	utf-8	0.99
1858	utf-8	0.99
1859	utf-8	0.99
1860	utf-8	0.99
1861	utf-8	0.99
1862	utf-8	0.99
1863	utf-8	0.99
1864	utf-8	0.99
1865	utf-8	0.99
1866	utf-8	0.99
1867	utf-8	0.99
1868	utf-8	0.99
1869	utf-8	0.99
1870	utf-8	0.99
1871	utf-8	0.99
1872	utf-8	0.99
1873	utf-8	0.99
1874	utf-8	0.99
1875	utf-8	0.99
1876	utf-8	0.99
1877	utf-8	0.99
1878	utf-8	0.99
1879	utf-8	0.99
1880	utf-8	0.99
1881	utf-8	0.99
1882	utf-8	0.99
1883	utf-8	0.99
1884	utf-8	0.99
1885	utf-8	0.99
1886	utf-8	0.99
1887	utf-8	0.99
1888	utf-8	0.99
1889	utf-8	0.99
1890	utf-8	0.99
1891	utf-8	0.99
1892	utf-8	0.99
1893	utf-8	0.99
1894	utf-8	0.99
1895	utf-8	0.99
1896	utf-8	0.99
1897	utf-8	0.99
1898	utf-8	0.99
1899	utf-8	0.99
1900	utf-8	0.99
1901	utf-8	0.99
1902	utf-8	0.99
1903	utf-8	0.99
1904	utf-8	0.99
1905	utf-8	0.99
1906	utf-8	0.99
1907	utf-8	0.99
1908	utf-8	0.99
1909	utf-8	0.99
1910	utf-8	0.99
1911	utf-8	0.99
1912	utf-8	0.99
1913	utf-8	0.99
1914	utf-8	0.99
1915	utf-8	0.99
1916	utf-8	0.99
1917	utf-8	0.99
1918	utf-8	0.99
1919	utf-8	0.99
1920	utf-8	0.99
1921	utf-8	0.99
1922	utf-8	0.99
1923	utf-8	0.99
1924	utf-8	0.99
1925	utf-8	0.99
1926	utf-8	0.99
1927	utf-8	0.99
1928	utf-8	0.99
1929	utf-8	0.99
1930	utf-8	0.99
1931	utf-8	0.99
1932	utf-8	0.99
1933	utf-8	0.99
1934	utf-8	0.99
1935	utf-8	0.99
1936	utf-8	0.99
1937	utf-8	0.99
1938	utf-8	0.99
1939	utf-8	0.99
1940	utf-8	0.99
1941	utf-8	0.99
1942	utf-8	0.99
1943	utf-8	0.99
1944	utf-8	0.99
1945	utf-8	0.99
1946	utf-8	0.99
1947	utf-8	0.99
1948	utf-8	0.99
1949	utf-8	0.99
1950	utf-8	0.99
1951	utf-8	0.99
1952	utf-8	0.99
1953	utf-8	0.99
1954	utf-8	0.99
1955	utf-8	0.99
1956	utf-8	0.99
1957	utf-8	0.99
1958	utf-8	0.99
1959	utf-8	0.99
1960	utf-8	0.99
1961	utf-8	0.99
1962	utf-8	0.99
1963	utf-8	0.99
1964	utf-8	0.99
1965	utf-8	0.99
1966	utf-8	0.99
1967	utf-8	0.99
1968	utf-8	0.99
1969	utf-8	0.99
1970	utf-8	0.99
1971	utf-8	0.99
1972	utf-8	0.99
1973	utf-8	0.99
1974	utf-8	0.99
1975	utf-8	0.99
1976	utf-8	0.99
1977	utf-8	0.99
1978	utf-8	0.99
1979	utf-8	0.99
1980	utf-8	0.99
1981	utf-8	0.99
1982	utf-8	0.99
1983	utf-8	0.99
1984	utf-8	0.99
1985	utf-8	0.99
1986	utf-8	0.99
1987	utf-8	0.99
1988	utf-8	0.99
1989	utf-8	0.99
1990	utf-8	0.99
1991	utf-8	0.99
1992	utf-8	0.99
1993	utf-8	0.99
1994	utf-8	0.99
1995	utf-8	0.99
1996	utf-8	0.99
1997	utf-8	0.99
1998	utf-8	0.99
1999	utf-8	0.99
2000	utf-8	0.99
2001	utf-8	0.99
2002	utf-8	0.99
2003	utf-8	0.99
2004	utf-8	0.99
2005	utf-8	0.99
2006	utf-8	0.99
2007	utf-8	0.99
2008	utf-8	0.99
2009	utf-8	0.99
2010	utf-8	0.99
2011	utf-8	0.99
2012	utf-8	0.99
2013	utf-8	0.99
2014	utf-8	0.99
2015	utf-8	0.99
2016	utf-8	0.99
2017	utf-8	0.99
2018	utf-8	0.99
2019	utf-8	0.99
2020	utf-8	0.99
2021	utf-8	0.99
2022	utf-8	0.99
2023	utf-8	0.99
2024	utf-8	0.99
2025	utf-8	0.99
2026	utf-8	0.99
2027	utf-8	0.99
2028	utf-8	0.99
2029	utf-8	0.99
2030	utf-8	0.99
2031	utf-8	0.99
2032	utf-8	0.99
2033	utf-8	0.99
2034	utf-8	0.99
2035	utf-8	0.99
2036	utf-8	0.99
2037	utf-8	0.99
2038	utf-8	0.99
2039	utf-8	0.99
2040	utf-8	0.99
2041	utf-8	0.99
2042	utf-8	0.99
2043	utf-8	0.99
2044	utf-8	0.99
2045	utf-8	0.99
2046	utf-8	0.99
2047	utf-8	0.99
2048	utf-8	0.99
2049	utf-8	0.99
2050	utf-8	0.99
2051	utf-8	0.99
2052	utf-8	0.99
2053	utf-8	0.99
2054	utf-8	0.99
2055	utf-8	0.99
2056	utf-8	0.99
2057	utf-8	0.99
2058	utf-8	0.99
2059	utf-8	0.99
2060	utf-8	0.99
2061	utf-8	0.99
2062	utf-8	0.99
2063	utf-8	0.99
2064	utf-8	0.99
2065	utf-8	0.99
2066	utf-8	0.99
2067	utf-8	0.99
2068	utf-8	0.99
2069	utf-8	0.99
2070	utf-8	0.99
2071	utf-8	0.99
2072	utf-8	0.99
2073	utf-8	0.99
2074	utf-8	0.99
2075	utf-8	0.99
2076	utf-8	0.99
2077	utf-8	0.99
2078	utf-8	0.99
2079	utf-8	0.99
2080	utf-8	0.99
2081	utf-8	0.99
2082	utf-8	0.99
2083	utf-8	0.99
2084	utf-8	0.99
2085	utf-8	0.99
2086	utf-8	0.99
2087	utf-8	0.99
2088	utf-8	0.99
2089	utf-8	0.99
2090	utf-8	0.99
2091	utf-8	0.99
2092	utf-8	0.99
2093	utf-8	0.99
2094	utf-8	0.99
2095	utf-8	0.99
2096	utf-8	0.99
2097	utf-8	0.99
2098	utf-8	0.99
2099	utf-8	0.99
2100	utf-8	0.99
2101	utf-8	0.99
2102	utf-8	0.99
2103	utf-8	0.99
2104	utf-8	0.99
2105	utf-8	0.99
2106	utf-8	0.99
2107	utf-8	0.99
2108	utf-8	0.99
2109	utf-8	0.99
2110	utf-8	0.99
2111	utf-8	0.99
2112	utf-8	0.99
2113	utf-8	0.99
2114	utf-8	0.99
2115	utf-8	0.99
2116	utf-8	0.99
2117	utf-8	0.99
2118	utf-8	0.99
2119	utf-8	0.99
2120	utf-8	0.99
2121	utf-8	0.99
2122	utf-8	0.99
2123	utf-8	0.99
2124	utf-8	0.99
2125	utf-8	0.99
2126	utf-8	0.99
2127	utf-8	0.99
2128	utf-8	0.99
2129	utf-8	0.99
2130	utf-8	0.99
2131	utf-8	0.99
2132	utf-8	0.99
2133	utf-8	0.99
2134	utf-8	0.99
2135	utf-8	0.99
2136	utf-8	0.99
2137	utf-8	0.99
2138	utf-8	0.99
2139	utf-8	0.99
2140	utf-8	0.99
2141	utf-8	0.99
2142	utf-8	0.99
2143	utf-8	0.99
2144	utf-8	0.99
2145	utf-8	0.99
2146	utf-8	0.99
2147	utf-8	0.99
2148	utf-8	0.99
2149	utf-8	0.99
2150	utf-8	0.99
2151	utf-8	0.99
2152	utf-8	0.99
2153	utf-8	0.99
2154	utf-8	0.99
2155	utf-8	0.99
2156	utf-8	0.99
2157	utf-8	0.99
2158	utf-8	0.99
2159	utf-8	0.99
2160	utf-8	0.99
2161	utf-8	0.99
2162	utf-8	0.99
2163	utf-8	0.99
2164	utf-8	0.99
2165	utf-8	0.99
2166	utf-8	0.99
2167	utf-8	0.99
2168	utf-8	0.99
2169	utf-8	0.99
2170	utf-8	0.99
2171	utf-8	0.99
2172	utf-8	0.99
2173	utf-8	0.99
2174	utf-8	0.99
2175	utf-8	0.99
2176	utf-8	0.99
2177	utf-8	0.99
2178	utf-8	0.99
2179	utf-8	0.99
2180	utf-8	0.99
2181	utf-8	0.99
2182	utf-8	0.99
2183	utf-8	0.99
2184	utf-8	0.99
2185	utf-8	0.99
2186	utf-8	0.99
2187	utf-8	0.99
2188	utf-8	0.99
2189	utf-8	0.99
2190	utf-8	0.99
2191	utf-8	0.99
2192	utf-8	0.99
2193	utf-8	0.99
2194	utf-8	0.99
2195	utf-8	0.99
2196	utf-8	0.99
2197	utf-8	0.99
2198	utf-8	0.99
2199	utf-8	0.99
2200	utf-8	0.99
2201	utf-8	0.99
2202	utf-8	0.99
2203	utf-8	0.99
2204	utf-8	0.99
2205	utf-8	0.99
2206	utf-8	0.99
2207	utf-8	0.99
2208	utf-8	0.99
2209	utf-8	0.99
2210	utf-8	0.99
2211	utf-8	0.99
2212	utf-8	0.99
2213	utf-8	0.99
2214	utf-8	0.99
2215	utf-8	0.99
2216	utf-8	0.99
2217	utf-8	0.99
2218	utf-8	0.99
2219	utf-8	0.99
2220	utf-8	0.99
2221	utf-8	0.99
2222	utf-8	0.99
2223	utf-8	0.99
2224	utf-8	0.99
2225	utf-8	0.99
2226	utf-8	0.99
2227	utf-8	0.99
2228	utf-8	0.99
2229	utf-8	0.99
2230	utf-8	0.99
2231	utf-8	0.99
2232	utf-8	0.99
2233	utf-8	0.99
2234	utf-8	0.99
2235	utf-8	0.99
2236	utf-8	0.99
2237	utf-8	0.99
2238	utf-8	0.99
2239	utf-8	0.99
2240	utf-8	0.99
2241	utf-8	0.99
2242	utf-8	0.99
2243	utf-8	0.99
2244	utf-8	0.99
2245	utf-8	0.99
2246	utf-8	0.99
2247	utf-8	0.99
2248	utf-8	0.99
2249	utf-8	0.99
2250	utf-8	0.99
2251	utf-8	0.99
2252	utf-8	0.99
2253	utf-8	0.99
2254	utf-8	0.99
2255	utf-8	0.99
2256	utf-8	0.99
2257	utf-8	0.99
2258	utf-8	0.99
2259	utf-8	0.99
2260	utf-8	0.99
2261	utf-8	0.99
2262	utf-8	0.99
2263	utf-8	0.99
2264	utf-8	0.99
2265	utf-8	0.99
2266	utf-8	0.99
2267	utf-8	0.99
2268	utf-8	0.99
2269	utf-8	0.99
2270	utf-8	0.99
2271	utf-8	0.99
2272	utf-8	0.99
2273	utf-8	0.99
2274	utf-8	0.99
2275	utf-8	0.99
2276	utf-8	0.99
2277	utf-8	0.99
2278	utf-8	0.99
2279	utf-8	0.99
2280	utf-8	0.99
2281	utf-8	0.99
2282	utf-8	0.99
2283	utf-8	0.99
2284	utf-8	0.99
2285	utf-8	0.99
2286	utf-8	0.99
2287	utf-8	0.99
2288	utf-8	0.99
2289	utf-8	0.99
2290	utf-8	0.99
2291	utf-8	0.99
2292	utf-8	0.99
2293	utf-8	0.99
2294	utf-8	0.99
2295	utf-8	0.99
2296	utf-8	0.99
2297	utf-8	0.99
2298	utf-8	0.99
2299	utf-8	0.99
2300	utf-8	0.99
2301	utf-8	0.99
2302	utf-8	0.99
2303	utf-8	0.99
2304	utf-8	0.99
2305	utf-8	0.99
2306	utf-8	0.99
2307	utf-8	0.99
2308	utf-8	0.99
2309	utf-8	0.99
2310	utf-8	0.99
2311	utf-8	0.99
2312	utf-8	0.99
2313	utf-8	0.99
2314	utf-8	0.99
2315	utf-8	0.99
2316	utf-8	0.99
2317	utf-8	0.99
2318	utf-8	0.99
2319	utf-8	0.99
2320	utf-8	0.99
2321	utf-8	0.99
2322	utf-8	0.99
2323	utf-8	0.99
2324	utf-8	0.99
2325	utf-8	0.99
2326	utf-8	0.99
2327	utf-8	0.99
2328	utf-8	0.99
2329	utf-8	0.99
2330	utf-8	0.99
2331	utf-8	0.99
2332	utf-8	0.99
2333	utf-8	0.99
2334	utf-8	0.99
2335	utf-8	0.99
2336	utf-8	0.99
2337	utf-8	0.99
2338	utf-8	0.99
2339	utf-8	0.99
2340	utf-8	0.99
2341	utf-8	0.99
2342	utf-8	0.99
2343	utf-8	0.99
2344	utf-8	0.99
2345	utf-8	0.99
2346	utf-8	0.99
2347	utf-8	0.99
2348	utf-8	0.99
2349	utf-8	0.99
2350	utf-8	0.99
2351	utf-8	0.99
2352	utf-8	0.99
2353	utf-8	0.99
2354	utf-8	0.99
2355	utf-8	0.99
2356	utf-8	0.99
2357	utf-8	0.99
2358	utf-8	0.99
2359	utf-8	0.99
2360	utf-8	0.99
2361	utf-8	0.99
2362	utf-8	0.99
2363	utf-8	0.99
2364	utf-8	0.99
2365	utf-8	0.99
2366	utf-8	0.99
2367	utf-8	0.99
2368	utf-8	0.99
2369	utf-8	0.99
2370	utf-8	0.99
2371	utf-8	0.99
2372	utf-8	0.99
2373	utf-8	0.99
2374	utf-8	0.99
2375	utf-8	0.99
2376	utf-8	0.99
2377	utf-8	0.99
2378	utf-8	0.99
2379	utf-8	0.99
2380	utf-8	0.99
2381	utf-8	0.99
2382	utf-8	0.99
2383	utf-8	0.99
2384	utf-8	0.99
2385	utf-8	0.99
2386	utf-8	0.99
2387	utf-8	0.99
2388	utf-8	0.99
2389	utf-8	0.99
2390	utf-8	0.99
2391	utf-8	0.99
